2022-11-11 00:01:22,KesaGataMe0,url,https://www.eki-net.facailll.club/a2ltmdaxmdcwmt9rmdywodfac2hpymf1cmetaxquywmuana,#phishing,https://twitter.com/KesaGataMe0/status/1590857178394791937
2022-11-11 00:01:22,KesaGataMe0,url,https://www.eki-net.facailll.club/personal/login,#phishing,https://twitter.com/KesaGataMe0/status/1590857178394791937
2022-11-11 00:01:22,KesaGataMe0,ip,198.98.49.207,#phishing,https://twitter.com/KesaGataMe0/status/1590857178394791937
2022-11-11 00:10:38,ecarlesi,url,https://59034.org/,#malware,https://twitter.com/ecarlesi/status/1590859509886599174
2022-11-11 00:12:57,ecarlesi,url,https://59034.org/index.html?sharename=59034.org,#malware,https://twitter.com/ecarlesi/status/1590860093523824641
2022-11-11 00:15:13,RdpSnitch,ip,112.216.180.155,,https://twitter.com/RdpSnitch/status/1590860662724792320
2022-11-11 00:15:13,RdpSnitch,ip,94.232.46.35,,https://twitter.com/RdpSnitch/status/1590860662724792320
2022-11-11 00:15:13,RdpSnitch,ip,47.103.217.148,,https://twitter.com/RdpSnitch/status/1590860662724792320
2022-11-11 00:15:13,RdpSnitch,ip,142.93.8.59,,https://twitter.com/RdpSnitch/status/1590860664180035585
2022-11-11 00:15:43,pingineer_jp,url,https://imamaladham.edu.iq/secure/amfirst/,#phishing #scam,https://twitter.com/pingineer_jp/status/1590860788860092416
2022-11-11 00:15:43,pingineer_jp,url,https://imamaladham.edu.iq/secure/americafirst.com_mark4dgood.zip,#phishing #scam,https://twitter.com/pingineer_jp/status/1590860788860092416
2022-11-11 00:18:45,pr0xylife,url,http://ahilacarstrupert.com/,#IcedID,https://twitter.com/pr0xylife/status/1590861551313256448
